,caption,image_id
84300,a small child neat to an elephant ,374974
84507,child placing food in an elephants trunk in enclousure,374974
84572,A kid is touching an elephant's trunk near a fence.,374974
97913,A young child who is touching the trunk of an elephant.,374974
131466,Hand reaching for one of the doughnuts on the table.,50034
131816,A pair of doughnuts are covered in messy toppings,50034
131938,People sitting down at a table with chocolate covered donuts.,50034
131961,Two donuts with chocolates frosting on wax paper.,50034
131985,Donuts are frosted with chocolate icing and cream.,50034
68462,Several men in costume gather together under their umbrellas.,477288
68538,Young people dressed in costume carry black umbrellas.,477288
68606,A group of boys wearing black and red uniforms and black boots carries black umbrellas.,477288
68648,A parade of people ij costumes with umbrellas.,477288
68650,Costumed performers dance in unison with opened umbrellas.,477288
160903,a group of people walk on a beach with surf boards,434177
161199,The surfers are headed towards the exciting wave.,434177
161201,Group of people entering wake near the ocean.,434177
161259,People holding surfboards are walking into the ocean.,434177
161260,A surferboard group stand sont he beach in the water,434177
36906,A yellow commuter train parked at a train station.,60090
36975,A yellow train pulling into the train station,60090
37283,A yellow passenger train pulling up to a station.,60090
37292,A yellow train is pulling in to a train station.,60090
37792,The locomotive of a train is painted yellow.,60090
44355,A street light and some trees on a street.,56821
44482,a view of a tree- lined city street with shops,56821
44525,"A street with sign, lamppost and many trees.",56821
44728,A street lamp is on a street with a sign and flowers.,56821
44874,Buildings that line both sides of a street where cars are driving.,56821
12008,A hotdog is sitting with fries in a paper car on a plate.,14773
12070,There is a plate of hot dogs and some fries in a car box,14773
12086,A hot dog in a bun and French fries are in a paper car. ,14773
12138,Hot dog and french fries served in a cardboard carrier shaped like a car.,14773
12277,A hot dog and fries served in a cardboard vintage car replica. ,14773
103261,Bunches of bananas hanging from the ceiling of a produce market.,236607
103293,Fruits and vegetables are on sale in a market.,236607
103688,Fruit and vegetables at an indoor market stall,236607
103735,men stand around in a fruit market with lots of bananas. ,236607
103822,A fruit market with lots of bunches of hanging bananas and melons.,236607
152010,A group of people walking on the beach carrying their surf boards.,154798
152054,FOUR PEOPLE ARE WALKING ALONG THE BEACH HOLDING THERE SURF BOARDS,154798
152122,Four surfboarders are carrying their boards on the beach.,154798
152131,Four people carrying surf boards on the beach in wet suits. ,154798
152155,A group of surfers walking down the beach in the sun.,154798
165262,A man sitting on a couch with a laptop.,467257
165310,A man sitting on a couch with a laptop. ,467257
165328,A man sitting on a couch on his laptop.,467257
165348,Man sitting near window looking at laptop screen.,467257
165553,A young man sitting on a couch using a laptop computer.,467257
45823,A yellow street sign that reads safe passage,415325
45836,Several people in the distance cross a street as a fire truck sits curbside near them.,415325
45889,A street sign lets people know this is a safe passage,415325
46109,"The street sign says ""safe passage"" to allow for pedestrians to cross the street safely.",415325
46194,An intersection in a town with a safe passage street sign.,415325
109936,A man who is on a beach leaping up into the air to catch a Frisbee. ,469200
109941,A man jumping to catch a frisbee on a beach.,469200
109945,A man jumping up in the air to catch a frisbee near people playing on the beach near the waves.,469200
110027,A man jumping up into the air on a beach.,469200
110051,a man catching a frisbee while people play on the beach,469200
155404,A man on a skateboard jumping onto a concrete bench. ,411472
155466,A man is jumping a skateboard in a fenced area.,411472
155587,m mmm mmmm mm m m m m m mmm  mm m ,411472
155609,A man doing a trick on a skateboard on a bench.,411472
155708,A person riding a skate board past a concrete bench.,411472
126352,A bowl of various candies mixed in a red bowl.,210103
126470,A person holding a red bowl filled with cake.,210103
126484,SOMEONE IS HOLDING A RED PLASTIC BOWL OF JUNK FOOD,210103
126495,A person that is holding a bowl with food.,210103
126661,"A bowl filled with ice cream, sprinkles, cherries and other toppings.",210103
14004,The group paddles the boat down on the water.,57672
14025,The boat is full of many rowers as one person stands steering.,57672
14063, a river.A group of people with life jacket rowing a long boat in,57672
14269,A group of men in red vests rowing a dragon boat.,57672
14320,A long canoe paddled along by a large group of people. ,57672
116979,A man is playing outside with a Frisbee.,444913
117095,A man is throwing something outside on the grass,444913
117145,A man throwing a frisbee in a grassy area. ,444913
117149,a man throwing a frisbee in a park,444913
130791,A man rared back with a disc on a field.,444913
166254,Kites being flown along the coast line in the morning,375786
166372,People watch multi colored items fly above the beach.,375786
166557,A beach where people are flying kites at sunset.,375786
166724,A crowd  of people flying kites on the beach.,375786
166742,A group of birds flying above the beach.,375786
190533,a little boy that has a baseball bat in hand,107729
190553,A woman is attempting to hit a ball with a bat. ,107729
190564,The woman in the red shirt smiles while swinging a green plastic bat.,107729
190568,A person in a hate is preparing to hit a ball with a green bat.,107729
190573,A young woman holding a green baseball bat on a field.,107729
102670,A baseball player pitching a baseball during a game.,197492
103020,A baseball pitcher on the mound about to throw a pitch.,197492
103135,A pitcher who is in the middle of throwing the ball to the plate.,197492
103351,A baseball pitcher on the mount mid pitch.,197492
104211,A professional baseball player on a baseball field photoed during mid pitch ,197492
192274,A large clock mounted to the side of a building.,214737
192445,"A clock in an old building, above pillars and below a half round stain glass window.",214737
192625,A clock mounted in the decorative wall of a building.,214737
192692,A old building with a clock on the inside ,214737
192729,A clock on a set of statue displays over an entrance with columns.,214737
97393,two long lines of boys paddle a canoe,250227
97485,A long canoe full of children that are rowing,250227
97490,A rowing team of young boys in a boat rowing on a river.,250227
97626,Boys in life vests are paddling long canoes down a river.,250227
97642,A group of children paddle in a canoe.,250227
92627,The old tow truck tries to lift an overturned truck that's on it's side.,497791
92660,People looking at an over turned tractor trailer on a hill.,497791
92698,A bus knocked over on it's side on a snow covered mountain.,497791
92965,"Black and white of large dump truck on its side with a small tow truck backed up to it, with some people standing around, and backs of people's heads from above the scene, with background of a valley and a mountain side.",497791
93085,a truck is turned over by the side of the road,497791
69212,A man in a mask holding a sign,203747
69822,A man wearing a mask standing on a sidewalk holding up a sign.,203747
70089,A masked protester holds a sign in his hand.,203747
70154,A person wearing a mask holds a sign.,203747
70205,This young man  is wearing a mask and holds a sign written in German that warns against Scientology.,203747
165234,A man at a desk gestures before a laptop while holding a phone to his ear.,152492
165386,A man on the phone sitting at a desk in an office with text around the photo. ,152492
165412,a man is on is phone while browsing on a laptop,152492
165491,A Dutch publication of a man looking at pornography with a sex toy superimposed on his desk. ,152492
165563,A man is looking at his laptop while chatting on the phone.,152492
64944,A double decker bus and two cars on a street at night.,190406
64945,a public transit bus on a city street ,190406
65050,A double decker bus is moving along a stretch of road.,190406
65085,A double decker trolley car moving along a city street.,190406
65095,A double deck bus is driving through a city intersection with other traffic.,190406
150782,A man chasing a soccer ball on top of a field.,576463
151020,A Chelsea football player runs for the ball,576463
152509,A man is chasing a soccer ball in a field,576463
152592,the cover of a magazine with a soccer player on the front,576463
152766,We are looking at the cover of a soccer magazine.,576463
8982,A woman is wearing a wetsuit while holding a surfboard.,489339
9128,A woman in a wet suite carrying a surf board.,489339
9266,A woman walking on the beach holding a surfboard. ,489339
9435,female surfer walking carrying surfboard on her side,489339
9499,A woman carrying a surfboard on the shore of the beach.,489339
77803,Black and white photograph of dog walking and person on skateboard.,547421
77806,Black and white picture of a person on a skate board being pulled by a dog.,547421
77810,A man on a skateboard walking the dog outside. ,547421
77926,A man riding a skateboard while walking a dog on a leash.,547421
77972,The person is being pulled on a skateboard by a dog.,547421
158133,The person is standing on a snowboard wearing goggles.,38886
158265,A man riding a snowboard on top of a snow covered slope.,38886
158286,A man is on skis on a mountain ski slope.,38886
158306,A man wearing a black ski suit preparing to go down a snow covered hill.,38886
158314,A person standing on a snowboard in the snow. ,38886
32781,A bus is driving down a road with cars behind it.,24522
33069,A large bus goes down a rural road.,24522
33280,A bus that is driving down the road.,24522
33286,A street scene with several cars and a bus.,24522
65187,A passenger bus that is driving down the street.,24522
122109,A man is doing a trick on a skateboard,3694
122112,A man riding a skateboard down the side of a ramp.,3694
122156,A man riding a skateboard performs a trick.,3694
122252,A man doing a trick on a skateboard on a rail.,3694
122414,a person riding a skate board on a ledge,3694
139668,A cook preparing fresh pizza in a kitchen.,228722
140144,Man dishing out pizza onto a plate held by another person.,228722
140226,A man placing pizza on a plate through an opening.,228722
140297,A man is serving pizza to a customer.,228722
140374,a man is serving some food to a customer,228722
102631,a man holding onto a surfboard while standing next to a tree,216910
102759,A male surfer carrying a red and black surfboard.,216910
102929,A man is carrying a red surfboard by some trees.,216910
103159,The red surf board is being carried by the man.,216910
103249,a person carrying a surf board on their back,216910
144530,A man wearing a yellow shirt hitting a tennis ball.,256221
144557,a person on a tennis court with a racket,256221
144565,A tennis player runs in order to hit the ball.,256221
144630,Professional tennis player running for the ball during a match,256221
144655,Professional tennis player moving to intercept a ball heading his way.,256221
158741,An old photo of a girl reading the newspaper.,321169
158766,"A woman is laying on her side in bed, reading a paper.",321169
158793,A woman laying in bed with large breast reading a paper.,321169
158939,a woman looking at a news paper on the ground,321169
158974,An old Polaroid picture of a girl lying on a bed reading a newspaper.,321169
73745,Two men being drug on buggies by dogs.,107226
73771,Men on bikes are getting pulled by a group of dogs.,107226
73947,Men race on wheeled vehicles towed by a group of husky dogs.,107226
73963,The man is riding a bike led by several dogs.,107226
74099,Men race bicycles on grass pulled by sleigh dogs.,107226
17215,A woman leaning up against an outside wall using her cell phone.,334941
17300,A young lady is smiling while on her cellular phone. ,334941
17451,A young girl playing on her cell phone with a cigarette in her hand. ,334941
17457,A woman leaning against a stone structure while looking at her phone.,334941
17468,A woman standing by a building with a cell phone.,334941
112219,Black and white image of baseball player about to throw the ball.,273684
112250,Black and white photograph of young man throwing a baseball.,273684
112296,A baseball player is winding up to throw the ball.,273684
112314,A baseball player throwing a ball on the field.,273684
112343,A man pitching a baseball while holding a catchers mitt.,273684
153495,a man in yellow is doing a trick on a skateboard,382041
153604,The skater in the yellow shirt is jumping above his board.,382041
153736,A man jumping up into the air riding a skateboard.,382041
153886,A young man is doing a trick on a surfboard.,382041
153989,A man in yellow shirt doing a trick on skateboard.,382041
122208,A baseball player catching a ball on the field ,569758
122248,The young boy is playing a game of baseball.,569758
122333,A boy with a glove throwing a baseball on a field.,569758
122372,The young baseball player is throwing a pitch.,569758
122381,A child pitcher gets ready to throw the baseball,569758
59442,A man sitting in the driver's seat of a beat up bus.,434261
59446,there is a very old bus that says new york on the front,434261
59514,A bearded man inside of a van outside.,434261
59554,An old bus being driven by a beard man. ,434261
59713,A man is sitting in a van with a broken windshield.,434261
113133,A dog gets its teeth brushed by a man.,187177
113335,Man holding dog mouth open to brush teeth in tiled area,187177
113470,A man cleaning a dogs teeth with a toothbrush.,187177
113491,A picture of a man brushing his dog's teeth.,187177
113525,A man is trying to brush the teeth of his dog. ,187177
176797,A boy in striped shirt running with a kite.,515219
176859,A small boy is running with a green kite.,515219
176908,A boy running and flying a kite in a field.,515219
176945,A boy with a gray and yellow shirt holds a green string holder as a green and white kite is above his head.,515219
176975,A boy running with a kite shaped like airplane.,515219
121658,a lady petting a white horse that is pulling a carriage ,430788
121722,A white horse pulling a carriage of people,430788
121772,"a horse stands attached to a carriage, being touched by a woman",430788
121781,A white horse pulling a carriage down a street.,430788
121927,"A white horse stands at the side of a road, pulling a carriage.",430788
44789,A bus is coming around a bend near a traffic light.,312559
44940,A white bus turning on a street under a bridge.,312559
45032,The bus traveling underneath a bridge is making a turn.,312559
45033,a city street with a new york city public transportation bus turning on to it,312559
45103,A bus is making a left turn behind a white car.,312559
69825,A man driving a boat down a river next to shore.,194756
70719,A man driving a boat along the river,194756
70878,A man sits at the wheel of his boat in a canal.,194756
70916,A man driving a blue and white boat in the water.,194756
71098,A man steers a boat named Romeo down a bench lined river. ,194756
167995,A man swinging a baseball bat during a baseball game.,302107
168479,A baseball player taking a swing at a ball,302107
169212,Two athletes actively playing a game of baseball.,302107
170573,A baseball player in mid swing hitting a ball.,302107
170713,A baseball player in a black jersey swinging a bat.,302107
190998,there is a man holding up a blow dryer ,251798
191015,A man holding a  hair dryer it up to a pair of cloths.,251798
191020,A man holding a white hair dryer in front of him.,251798
191054,A male pointing a hot glue gun at some fabric hung on the ceiling.,251798
191064,A man holding up a hair dryer toward clothes.,251798
22993,People walking in a museum with a airplane hanging from the celing.,492132
23120,Visitors seen below bi-plane  looking at displays in museum setting.,492132
23201,a full-size fighter plane hanging in the air inside a building,492132
23266, An airplane suspended from a ceiling over a museum.,492132
23420,An old world war II airplane is hanging from cables from the ceiling with a bunch of people walking around.,492132
123933,A group of skiers are outdoors playing in the snow. ,328283
123954,A group of skiers has gathered at a red fence,328283
123986,A group of skiers get ready to perform in the race.,328283
124162,Several cross country skiers prepare to start down a course.,328283
124259,Several skiers in ski gear a gathered together.,328283
76528,A man is sitting outside on top of a mountain of luggage. ,60700
76588,A man sitting on a large pile of luggage.,60700
76591,The young man is sitting on the suitcases relaxing. ,60700
76606,A man in blue shirt sitting on a pile of luggage.,60700
76769,"A man seated next to bags, suit cases and back packs",60700
182185,A hillside has many kites in the air over it and is near a lake.,458953
182193,Man people fly kites on a grassy hill. ,458953
182214,A large open field with may people flying and looking at kites.,458953
182268,A crowd of people flying kites at a festival.,458953
182309,People fly kites near the water on a hill. ,458953
102230,A boat pulling two water skiers in a body of water.,427111
102526,A motor boat leaves a wake as it pulls two waterskiers behind it.,427111
102819,Two water skiers enjoying a ride on a calm surface,427111
103273,An aerial view of a boat pulling to skiers behind.,427111
103406,A boat is speeding across the water with two skiers in tow.,427111
25088,The woman is tying her shoe on a bench next to a parked bicycle.,328818
25115,A woman leaning down on a bench tying her shoe.,328818
25236,a woman ties her show on a wooden bench ,328818
25292,The woman is tying her shoe on the park bench.,328818
25986,A woman is tying her shoe on the bench,328818
157562,A table that has menus and glasses sitting on it.,134075
157811,A dining table filled with many assorted items.,134075
157857,"A person reads the menu at a table of a restaurant with many objects on the table, including a bright yellow mug and saucer.",134075
157866,People reading a menu at a restaurant and drinking waters. ,134075
157964,There are many menus showing the food selections.,134075
122516,A man pushing a cart filled with lots of fresh fruit.,241317
122522,a person pushing a wagon with many fruits ,241317
122590,a man at a fruit cart in a foreign country near a blue house .,241317
122681,A hardworking male pushing fresh fruits on a cart.,241317
122696,a man pushing a cart filled with assorted fruit and veggies on it ,241317
25895,An adult and a child cross the city street at night.,59732
25903,People walk across the street underneath red traffic lights.,59732
25937,Two people crossing the street in a city at night.,59732
25942,A photograph of Washington D.C. at night time. ,59732
25968,a number of cars on a street with traffic lights ,59732
189496,People hold flying kites in the air by the water,236599
189672,Several kits are tied to a wood fence in this fake picture.,236599
189675,Kites tied to a fence flying on a windy day.,236599
189721,A group of people flying kites of a lush green field.,236599
189906,A fence with a bunch of kites attached to it,236599
137116,A hairy man is carrying a surfboard in his wet suit.,539529
137162,A person that is about to go in the water.,539529
137289,A man with curly hair has a surfboard by the ocean.,539529
137374,An older man with long hair carrying a surfboard into the ocean.,539529
137421,There is an older man walking in the waves.,539529
88805,A man wearing a blue shirt catching a white frisbee.,328238
88883,a man in a blue shirt playing with a white ball,328238
88891,A man catching a frisbee in a park ,328238
89034,the woman is playing frisbee a the family picnic in the park.,328238
89192,A man in a grassy field about to catch a frisbee.,328238
9265,A TV with two cows standing in a forest displayed on it's screen.,123842
10178,A television with a man and a bull on the screen.,123842
10336,A television screen has some cows on it.,123842
10357,A television screen displaying a cow in a wooded area.,123842
10707,The television is on and is showing a boy and a bull.,123842
183141,A crowd of people standing on cement ground flying kites.,135566
183390,Many different colored kites in the air with people on the ground.,135566
183600,A huge crowd of people flying kites on a beach.,135566
185232,A kite festival with people flying kites on a beach.,135566
185491,A lot of people standing around with colorful kites in the sky. ,135566
191486,some one about to take a picture with a camera,55395
191521,a person with a phone in their hand taking a picture,55395
191920,a person using a cell phone and some kitty nick knacks ,55395
191933,A camera that is being held by hands.,55395
191971,A woman holding a smart phone in her hands.,55395
174974,Two women in white dresses playing a game of tennis.,493174
175139,Two women playing tennis while a crowd watches.,493174
175363,Two women playing doubles tennis at a tennis match.,493174
175367,A couple of women on a court playing tennis.,493174
179874,"Two women on the same side of the tennis court, playing tennis.",493174
169178,A child in baseball uniform prepares to pitch a ball. ,558242
169260,A boy pitches a ball to a batter.,558242
169273,The young ball player preparing to pitch the ball.,558242
169275,The boy throws a baseball to another boy who is ready to hit it.,558242
169501,A young man prepare to pitch in a game of baseball.,558242
171260,A man hitting a tennis ball with a bat.,429690
171418,A crowd watches a batter try to hit a baseball.,429690
171742,A guy playing baseball with people watching from the stands.,429690
171886,A man is hitting a baseball with a baseball bat.,429690
172155,People look on as a ball heads towards a batter.,429690
161187,a man is blowing out candles on a cake,561013
161501,The man is blowing out the birthday candles.,561013
161561,a man blowing out candles on a cake.,561013
161641,A man blowing out candles on a cake held by a woman.,561013
161679,"A woman holding a cake with candles in it, as a man blows them out.",561013
28390,"Cars going down the road, someone on their bicycle, and people walking",314907
28403,A street filled with cars and a man riding a bike.,314907
28503,A man with a backpack on trying to cross the street on a bicycle.,314907
28612,A man on a red bike about to cross a busy street. ,314907
28620,a couple of cars that are going down a road,314907
191566,A batter at a game playing in a baseball game.,60507
191604,A baseball player hitting a baseball into the air.,60507
191612,A batter swings at a pitch during a baseball game.,60507
191630,there is a baseball player that has just hit the ball,60507
191831,Player hits ball during major league game at stadium.,60507
129,The airplane is on the runway with two young men standing by.,436456
333,Two men walking the tarmac of an airport.,436456
390,"Two men at on an airport tarmac. 
",436456
522,Two young men walking down a runway toward an airplane.,436456
32575,Young men are preparing to board a small passenger plane.,436456
87576,A young boy reaching into a bowl sitting on the ground.,119502
87642,A very small cute kid by a big pan.,119502
87670,A baby wearing a colorful yellow necktie reaching in a bowl of water.,119502
87791,Toddler boy in a tie playing in a dish of mud.,119502
87795,A boy is reaching into a bowl of dirt.,119502
66327,A cat resting on a laptop next to a person.,574315
66487,A cat laying on the track pad of a laptop.,574315
66495,Cat in front of a laptop looking up from the screen,574315
66928,A cat is sitting on top of a laptop.,574315
67039,A cat resting on top of a laptop computer.,574315
148960,A finger that is pointing at bread on a plate.,545289
149012,A person's finger pushing on a grilled cheese sandwich on a plate.,545289
149130,Someone is pointing at part of a sandwich on a plate.,545289
149272,A white plate topped with a sandwich and a salad.,545289
163804,A person pointing to a section of their food.,545289
197494,A man is sitting at a table with a plate full of food.,576222
197497,A man is sitting at the table of a restaurant with a plate full of food.,576222
197501,A man holding food and smiling with a full plate of food on a table. ,576222
197513,A picture of a plate of food on the table.,576222
197519,There are two plates on the table in the dark room.,576222
172023,A young man throwing a baseball bat as he runs across a field.,78638
172602,a baseball player with a black shirt and a bat,78638
172618,A batter is throwing a bat and getting ready to run.,78638
173304,A batter is running for first base after a hit.,78638
173372,A boy in a baseball uniform runs on the diamond.,78638
139594,A person holding a snowboard standing on a snow covered slope.,475229
140290,A male snowboarder poses with his board in the snow.,475229
140509,A grinning man stands outside in the snow with a snowboard.,475229
140574,A smiling person holding a snowboard standing on a snow covered hill.,475229
140666,A man holding a snowboard while bending in the snow.,475229
146901,some people are watching two people playing tennis,422522
146932,Kids in line at a tennis camp in the summer.,422522
146994,Young men lined up for their turn on the tennis court.,422522
147022,a number of tennis players on a court with rackets,422522
147025,Several people lined up holding tennis rackets at the court.,422522
37547,A woman pulling her luggage past an orange fire hydrant.,76765
37661,a person is pulling a black suitcase past an orange fire hydrant,76765
37983,A woman pulls a wheeled suitcase past a fire hydrant.,76765
38261,A person pulls a suitcase down a brick walkway next to a fire hydrant.,76765
38941,"Someone is walking, possibly towards a vehicle or line, moving their travel bag",76765
71259,A man holding a brown dog and a video camera.,8787
72955,A man with a camera and dog in their hands.,8787
73211,A MAN IS HOLIDNG A DOG ON TEH SIDE WALK ,8787
74395,a person on a sidewalk holding a camera and a dog.,8787
74939,A man holds a puppy and a camera. ,8787
160577,A woman has fallen over in the snow on a snowboard. ,263647
160712,Woman has fallen down while trying to snowboard.,263647
160826,a person on a snow board laying in some snow ,263647
160984,A snowboarder is leaning forward on her board.,263647
161000,a person riding a snow board on the ground ,263647
74485,A gray cat eating a treat from a humans hand.,127556
75475,A cat is sniffing a piece of food that someone is holding.,127556
75548,A grey cat sniffing an item that is put in front of him by a person.  ,127556
75630,It pays a cat to be suspicious of what your owner tries to feed you.,127556
75700,A cat sitting down smelling a piece of food a person is holding out to it.,127556
182145,A woman pours canned tomatoes into a blender. ,408989
182220,A lady is pouring some tomatoes into a blender.,408989
182228,A lady has just blended a drink and pouring it. ,408989
182295,A woman in a gray tank pours tomatoes into a blender.,408989
182296,A woman pouring something into a blender cup.,408989
173905,A baseball player is getting ready to hit a ball.,219690
174027,A man hitting a baseball with a bat.,219690
174084,a man is hitting a baseball with a bat,219690
174458,A baseball player wearing gray pants and a black jacket holds out a bat near a baseball that's in the air.,219690
174472,This is a picture of a baseball player  hitting the ball.,219690
106327,a man pets a horse as others look on,249532
106718,A group of people standing around a brown horse.,249532
106727,A man holding a bridle of a horse in a stable.,249532
106882,A man showing a brown horse to a group of people.,249532
107001,A bearded man showing a horse to women in a horse stall,249532
69888,PEOPLE WAITING IN LINE TO GET FOOD FROM A FOOD TRUCK,401862
69919,People line up to buy food from a food truck.,401862
70134,people standing in line beside a food truck,401862
70170,People are lined up by a red food truck.,401862
70426,a line of food trucks and a group of people stand by,401862
156862,Here is a woman lying on a bed pointing her finger.,398076
156897,A woman is pointing at the camera while lying down,398076
156921,A person pointing while lying on a bed with a book on his lap,398076
157047,A woman looking at a notebook pointing at the camera. ,398076
157088,a girl laying down with a book pointing her finger at the camera,398076
100389,A group of skiers is headed towards the slope,117201
100471,A group of people gathered at the bottom of a snow mountain,117201
100513,Several skiiers on the bottom of a snow covered mountain.,117201
100653,Several people are gathered around a white snowy mountain top.,117201
100666,Skiers congregate with a mountain in the background.,117201
144449,a crowd of people on a beach by the ocean,156704
144554,A smiling man in a red short carries a surfboard.,156704
144777,A young man carrying a blue and red surf board from the water.,156704
144781,A man with a surfboard is running on the sand.,156704
144843,A man with a bag of popcorn in front of a wet surfer. ,156704
104547,A boy in the pitcher's mound getting ready to throw the ball.,264572
104684,a baseball player in a red shirt is throwing a ball,264572
104935,a young baseball player throwing a baseball from the mound,264572
104950,A young boy pitching a baseball on a field.,264572
104993,A boy in a base ball uniforming with a ball in his hand.,264572
175385,A group of people staring at a woman holding a bat.,284743
179877,A girl being photographed holding a baseball bat.,284743
180003,a close up of a person holding a bat in the dark,284743
180057,a woman being photographed holding a baseball bat,284743
180075,A woman holding a baseball bat having her photo taken,284743
143102,two people standing next to a table with a cake,162332
143159,A bride and groom cutting the wedding cake together.,162332
143206,A bride and groom cutting their wedding cake.,162332
143255,A bride and groom cutting a cake together.,162332
143330,a couple cutting their wedding cake with a knife.,162332
72991,People in hats are riding on a large elephant.,233815
73089,Two people are riding on the top of an elephant.,233815
73144,A man riding on the back of a gray elephant.,233815
73301,Two People wearing hats writing on an elephant.,233815
73310,tourists riding and petting an elephant at a tourist attraction,233815
169555,A lady looks out onto the city from behind a giant clock.,54335
169603,Silhouette of a woman in front of a clock.,54335
169703,A person that is looking out at the city.,54335
169712,A woman standing inside of a clock tower with the clock in front of her.,54335
169868,A woman standing behind a large clock facing a body of water.,54335
68463,A man and a young boy pull luggage next to each other.,358024
68546,A young boy walking and pulling his luggage behind him.,358024
68563,The little boy is pulling the suitcase by the handle.,358024
68677,a young boy dragging a suitcase while walking down the street,358024
98281,A kid and an adult with a suit case on a street.,358024
182308,A couple of people that are standing in the sand with a kite.,116068
182384,Man walking down a beach with a multicolored kite.,116068
182427,a man and woman walk down a beach holding a kite,116068
182445,A man looks at the kite he's holding while another man and woman look off camera in the same direction.,116068
196381,This is a man fixing his kite with a woman on his left and a man to his back right.,116068
142020,A very happy older couple cutting a cake together.,414201
142129,An elderly man and woman both holding and knife and cutting a cake.,414201
142153,"A smiling, elderly couple cut a cake together",414201
142154,A older man and a woman are cutting a cake together,414201
142288,A man and woman holding a knife together cutting a cake that sits on a table.,414201
73336,A person puts money into a parking meter.,502397
73493,A person's hand leaning on a parking meter.,502397
73763,a hand resting on a parking meter and a black car,502397
73772,Parking meter on sidewalk with hand resting on top.,502397
73808,A gentleman waits expectantly at a parking meter,502397
2693,a kitchen with a refrigerator a sink and a stove,577377
2730,"A kitchen has red cabinets, and white appliances.",577377
3149,A kitchen with brown / red painted cabinets,577377
3158,A kitchen with lots of appliances painted mostly brown.,577377
3407,"A kitchen with red cabinets, white appliances, white walls, and a chandelier.",577377
104486,A small boy with blonde hair eats an apple,122239
104498,This little boy wearing a jacket is holding a red apple. ,122239
104584,A little kid that is eating an apple.,122239
104621,a small blond boy has a red apple,122239
104845,The young boy is holding an apple with bites in it.,122239
153848,A group of people standing on a grass covered shore.,22213
153920,a group of people that are getting out of a boat,22213
153997,Woman is receiving help climbing out of water,22213
154023,a group of people being helped ashore by volunteers,22213
154052,A lady is being helped up the bank and out of the water.,22213
99547,A lady in a shop with a piece of cake with lit candles.,134386
99553,A girl in a shop holding a plate with a dessert and candles.,134386
99809,A woman sitting in a store holding a cake with lit candles.,134386
99886,Smiling lady appears to be staying stop while holding a cake with candles.,134386
100067,A cute girl holding a plate with a cake and lit candles.,134386
165199,A man holding a bat to hit an incoming baseball during a game.,20001
165294,A pitcher pitching to a batter during a baseball game.,20001
165353,Pitcher throwing ball with batter ready to strike and umpire ready to catch.,20001
165434,A pitcher throwing a pitch at the batter,20001
165472,A pitcher throwing the ball towards the batter and catcher. ,20001
132610,A young woman cutting into a cake and serving it.,292464
132660,three people cutting pieces of a white cake with red berries,292464
132719,A girl holding knife slicing into a cake. ,292464
132859,Three people cutting up a strawberry covered cake on a table.,292464
132909,A trio cut and share a white cake.,292464
190625,A boy serving a tennis ball on the court ,498638
190682,A boy preparing to serve a tennis ball,498638
190740,a kid positioned to serve a tennis ball,498638
190815,A young boy about to strike a tennis ball with his racket. ,498638
190929,a boy reaching up so he can hit a tennis ball,498638
102454,Two people are playing in sand with a frisbee.,504589
102632,Two friends throwing a frisbee on a sandy lot.,504589
102784,Couple playing Frisbee on the beach in summer,504589
103085,A woman in a yellow shirt is about to catch a white frisbee.,504589
103241,A young lady and a young man playing frisbee on the sand.,504589
167629,"crowds of people on an overcast day, looking up at kites",464858
167633,A group of people standing near the Washington Monument.,464858
168033,A group of people at a park flying kites.,464858
168039,A group of people fly kites in a Washington DC park.,464858
168187,"Kite flying, Washington DC with Smithsonian and Washington Monument in background.",464858
25537,People are crossing the street through the crosswalk.,515056
25657,"A man, a child, and a woman crossing a street in a large city.
",515056
25740,A family crosses the intersection in the crosswalk.,515056
25910,A blurry photograph of a family with tennis gear crossing a city street,515056
25926,parents and their child walking with tennis rackets and balls,515056
8314,A group of people standing under an umbrella on the side of a street.,415828
8718,A crowd has gathered around a vender with a colorful umbrella.,415828
8972,People are standing near a building with a big umbrella.,415828
9341,People clustered around a vendor on a street corner,415828
9533,A group of people gather under an umbrella on a street corner. ,415828
142418,A man getting ready to hit a tennis ball with a racket.,306186
147010,a tennis player is about to hit a tennis ball,306186
147057,a man standing on a tennis court getting ready to hit a tennis ball ,306186
147095,A man is swinging a racquet at a ball on a tennis court. ,306186
147098,A MALE IN THE PROCESS OF HITTING A TENNIS BALL ON THE TENNIS COURT,306186
153358,A man holding a snowboard in his right hand.,506356
153429,A person posing next to a snowboard in the snow ,506356
153592,A person standing next to a snowboard on a field.,506356
153625,a person is standing next to their snowboard outside,506356
153712,A woman that is standing in the snow with a snowboard.,506356
127890,A man that is sitting down in a fruit stand.,201141
128007,"A man sits in a small food stand, selling bananas and other items.",201141
128032,A person sitting on a counter near bananas.,201141
128058,A man in white sits under an awning by some bananas.,201141
128133,A man sitting in a vendor booth with bananas and food hanging by hooks. ,201141
71375,Bunches of bananas sit at the end of a boat.,363845
71510,A boat filled with ripe bananas sitting on a boat on a river.,363845
71744,A long boat on a river half filled with yellow bananas,363845
72048,A boat that is in the water in the day.,363845
72502,Part of a docked boat is full of bananas. ,363845
128005,this is horses racing each other on dirt,81224
128012,One horse has taken the lead in the race.,81224
128024,Four horses are running along a dirt track.,81224
